0.00318473 -5.5787e-29  1.02346e-29  9.43732e-32  2.35711e-31  3.86507e-32  3.13763e-34  2.07067e-34  2.63958e-35  -2.56509e-36  -1.24157e-36  -4.68683e-38  1.46677e-37  -2.57194e-38  -3.86912e-39  -3.38452e-39  7.73178e-39  -4.65998e-39  -6.87724e-39  6.82638e-41  4.57033e-38  -1.99009e-36  2.12289e-36  6.60961e-40  2.74767e-39  -2.09161e-42  -4.83039e-43  -1.05934e-41  9.27616e-42  5.10863e-40  -7.74128e-39  2.04296e-38  1.09685e-37  -2.4122e-36  -1.99105e-35  -1.14564e-34  -2.81401e-33  -4.81688e-32  -1.16088e-31  1.47099e-32  -2.11784e-31  1.40635e-32  1.4246e-32  -3.2484e-35  2.71979e-35  4.41811e-36  3.31387e-37  7.47521e-38  2.36402e-38  3.41817e-39  -5.11004e-40  -2.46501e-41  2.1651e-42  -6.27559e-42  2.39506e-42  6.19352e-42  -1.27739e-42  1.27451e-42  -1.68801e-42  -8.26546e-44  1.30811e-41  -2.04226e-40  -5.82466e-40  -1.27384e-40  3.2914e-38  3.49699e-38  -6.13793e-37  -8.78295e-38  5.06948e-37  9.14545e-36  5.6307e-35  2.04264e-34  5.87855e-34  -5.90387e-33  -1.91295e-32  1.11243e-32  3.75285e-31  2.05705e-29  -1.79951e-28  2.0539e-29  3.71623e-26  -2.01972e-25  1.68508e-24  8.0705e-25  -2.18813e-23  2.24481e-23  -7.52953e-24  -8.9681e-25  -1.37488e-25  -2.07069e-26  1.04408e-27  2.04943e-28  -2.56826e-28  2.69143e-29  3.26302e-30  -9.70328e-30  -9.15462e-31  -1.8805e-30  -6.98124e-31  -1.97399e-31  3.73223e-31  1.04578e-30  -9.22988e-34  -3.17612e-36  -8.3111e-38  -4.09397e-39  -2.22817e-40  -1.70797e-40  8.84688e-43  2.94503e-43  -2.00184e-42  5.75391e-44  3.0607e-45  3.59475e-45  7.5776e-46  5.96633e-47  8.51909e-47  7.31899e-46  2.68125e-45  7.51493e-47  1.21052e-46  -6.65947e-46  4.53434e-47  -4.8499e-49  3.45262e-48  -6.91784e-48  2.23819e-47  -2.97445e-47  -3.11996e-46  -4.99529e-45  5.16767e-45  3.87072e-45  -2.79675e-44  -8.99893e-46  -5.82792e-46  6.31381e-45  -5.42353e-45  -6.24052e-45  -8.18122e-45  -1.35721e-45  3.4461e-44  5.29957e-42  -8.55163e-41  2.72431e-40  2.7585e-39  1.49333e-38  6.17293e-38  8.28026e-37  -3.0462e-37  -1.55878e-35  6.47226e-35  3.59745e-34  2.2469e-33  -6.64666e-32  -2.07199e-31  -3.43056e-31  -1.831e-30  -4.72214e-30  1.14185e-29  1.05336e-30  -1.62037e-29 
0.00636946 -1.53528e-21  -3.52156e-22  9.75939e-23  9.26991e-23  3.32173e-23  7.59703e-24  1.21335e-24  1.34525e-25  8.85367e-27  1.66067e-28  -5.07162e-29  -6.58901e-30  -4.05491e-31  -1.40412e-32  -2.03131e-34  -2.55501e-37  5.22132e-37  2.20344e-37  4.43345e-38  -2.29873e-37  -6.66722e-37  -3.08943e-36  6.26968e-39  1.28571e-38  4.43818e-39  1.58717e-37  4.84508e-36  1.73744e-34  9.53918e-33  3.57816e-31  8.40368e-30  1.35338e-28  1.53774e-27  1.30445e-26  8.17223e-26  3.87913e-25  1.41477e-24  3.94827e-24  8.63641e-24  1.38927e-23  1.50746e-23  4.05139e-24  5.39856e-25  4.16244e-26  5.77587e-27  1.51092e-27  2.72118e-28  3.07275e-29  2.21474e-30  1.12236e-31  2.4597e-33  -1.13786e-34  -1.70251e-35  -2.18257e-36  -2.06654e-37  -6.92774e-39  1.21156e-40  1.20795e-42  4.714e-43  -2.44438e-41  6.51982e-41  4.6765e-41  7.98322e-39  -8.9571e-38  -9.0106e-37  -3.76611e-35  -2.85821e-33  8.79707e-34  2.9292e-30  9.44479e-29  2.21169e-27  3.07024e-26  -1.97892e-25  -1.40095e-23  -2.29361e-22  -2.34311e-21  -1.36349e-20  1.18026e-19  3.80162e-18  3.58291e-17  1.52127e-16  1.92426e-16  1.61955e-16  1.01627e-16  5.19062e-17  2.23191e-17  8.26801e-18  2.58261e-18  6.50255e-19  1.26109e-19  1.78563e-20  1.74966e-21  1.09942e-22  4.03219e-24  9.06343e-26  2.16784e-27  2.91092e-29  -9.57647e-30  1.74715e-30  5.28436e-31  3.63845e-32  1.82407e-33  -5.67824e-35  -1.47047e-36  1.69122e-38  9.73446e-40  1.31921e-40  -2.56599e-41  2.32747e-40  1.46676e-39  3.04128e-39  3.23196e-39  6.73798e-40  -6.73607e-39  -2.51539e-38  -6.74344e-38  -1.42795e-37  -2.26224e-37  -2.50404e-37  -1.41354e-37  2.82943e-38  3.99965e-38  1.46556e-38  7.6434e-39  1.093e-38  1.58609e-38  1.84145e-38  1.67135e-38  1.1669e-38  6.57256e-39  2.73289e-39  8.42747e-40  1.85685e-40  2.7822e-41  2.64482e-42  1.56226e-43  8.75392e-45  -3.94936e-46  -4.23501e-45  -1.29292e-43  -4.28511e-41  4.50002e-40  4.09265e-40  1.07258e-38  5.66951e-36  3.00185e-34  1.2571e-32  3.91816e-31  9.53691e-30  1.68185e-28  2.04993e-27  1.67316e-26  8.54286e-26  1.75094e-25  -1.08601e-24  -1.25948e-23  -6.79608e-23  -2.46181e-22  -6.53955e-22  -1.24534e-21 
0.00955419 9.7552e-18  8.77213e-18  4.80249e-18  1.77825e-18  4.8827e-19  1.01556e-19  1.61828e-20  1.93162e-21  1.68637e-22  9.78718e-24  4.01615e-25  1.25839e-26  3.58876e-28  7.57925e-30  -1.46316e-31  -1.48974e-32  -4.96726e-34  -1.18548e-35  4.59941e-36  -1.5217e-36  -9.02173e-37  1.54753e-36  -1.26873e-37  2.89094e-38  1.19142e-35  6.91581e-34  8.17362e-33  -1.87851e-30  -1.13035e-28  -3.54646e-27  -7.28194e-26  -1.04044e-24  -1.04773e-23  -8.41519e-23  -5.14811e-22  -2.50144e-21  -9.76626e-21  -3.00888e-20  -7.16755e-20  -1.19378e-19  -1.23932e-19  -1.08848e-19  -5.79645e-20  -2.09325e-20  -5.66514e-21  -1.18722e-21  -1.96602e-22  -2.53932e-23  -2.49246e-24  -1.84086e-25  -1.00751e-26  -4.07219e-28  -1.19332e-29  -2.44316e-31  -3.27567e-33  -1.79471e-35  -1.53643e-37  -1.48604e-37  -3.86183e-38  -4.33006e-39  8.6245e-36  -1.05213e-31  -2.50994e-29  -2.26923e-27  -1.07225e-25  -3.20278e-24  5.25209e-23  1.00807e-20  4.30262e-19  1.08489e-17  1.90173e-16  2.5398e-15  2.7843e-14  2.3571e-13  1.66286e-12  9.7052e-12  4.66541e-11  1.81539e-10  5.16383e-10  9.79578e-10  9.6764e-10  9.7944e-10  5.16198e-10  1.81409e-10  4.65914e-11  9.68343e-12  1.65714e-12  2.34566e-13  2.76757e-14  2.52016e-15  1.88555e-16  1.07478e-17  4.24981e-19  9.83551e-21  4.32965e-23  -3.43264e-24  -1.111e-25  -2.3389e-27  -2.90673e-29  -3.44599e-30  -2.18777e-30  -8.41421e-32  -1.60347e-34  4.44773e-36  -3.96702e-38  -3.92395e-39  -5.88868e-40  5.7517e-41  7.53404e-40  4.15457e-39  1.30344e-38  5.36047e-38  3.31266e-37  2.14049e-36  1.04446e-35  3.79595e-35  9.9687e-35  1.71366e-34  1.51929e-34  -6.75448e-35  -2.92591e-34  -3.81746e-34  -2.69154e-34  -1.24838e-34  -4.25131e-35  -1.08845e-35  -2.0696e-36  -2.83574e-37  -3.32434e-38  -6.79546e-39  -1.14798e-39  1.96816e-40  1.59876e-40  3.82634e-41  4.57994e-42  3.30431e-43  1.28052e-43  -3.84855e-45  -3.93999e-44  1.35437e-42  -4.26987e-41  1.39353e-39  -1.10663e-39  -6.50473e-37  -1.08023e-34  1.03002e-32  2.39683e-30  2.01623e-28  8.55099e-27  2.3874e-25  4.71532e-24  6.72947e-23  6.8906e-22  5.61603e-21  3.48971e-20  1.72574e-19  6.89721e-19  2.18648e-18  5.37019e-18  9.18732e-18 
0.0127389 1.2965e-17  1.19189e-17  6.25526e-18  1.75449e-18  2.75548e-19  1.9501e-20  -1.73196e-21  -5.94635e-22  -4.65854e-23  4.96333e-24  1.5489e-24  1.75293e-25  1.14807e-26  4.40417e-28  2.32455e-30  1.75861e-30  1.07357e-30  2.61237e-31  3.16022e-32  3.16176e-33  5.87852e-35  -2.93348e-36  -2.32009e-37  6.15897e-37  1.28251e-34  1.33561e-32  9.60808e-31  4.27949e-29  1.17494e-27  2.21089e-26  2.9486e-25  2.79515e-24  1.86288e-23  8.73705e-23  2.38622e-22  -8.60118e-23  -4.90317e-21  -2.86862e-20  -9.31592e-20  -1.68132e-19  -1.7633e-19  -1.5519e-19  -7.68841e-20  -1.98402e-20  -2.45681e-21  6.31845e-23  1.00702e-22  2.54747e-23  3.97076e-24  4.50794e-25  3.54744e-26  1.96428e-27  7.60473e-29  1.07884e-31  -7.92716e-31  7.36167e-31  2.41021e-31  -4.63144e-32  -4.85347e-32  -1.25702e-32  -4.19421e-31  1.46628e-30  3.4042e-29  -2.30471e-27  -1.01113e-25  -2.37082e-24  1.39383e-22  1.47215e-20  6.03787e-19  1.51213e-17  2.6576e-16  3.61437e-15  4.187e-14  3.69909e-13  2.83162e-12  1.84043e-11  9.93825e-11  4.27981e-10  1.30218e-09  2.52964e-09  2.65001e-09  2.52955e-09  1.30207e-09  4.27931e-10  9.93813e-11  1.84138e-11  2.83704e-12  3.71684e-13  4.22636e-14  3.67848e-15  2.73002e-16  1.56883e-17  6.34108e-19  1.5694e-20  1.49395e-22  -2.55808e-24  -1.09725e-25  -2.33289e-27  3.41959e-29  -6.26134e-30  1.0786e-30  -2.18463e-31  -2.11368e-33  -1.37762e-35  -3.35707e-38  1.92038e-39  8.65271e-40  2.23005e-41  1.47159e-39  4.65442e-39  -1.72848e-39  -1.13229e-37  -7.77909e-37  -3.16757e-36  -8.04344e-36  -1.09262e-35  -5.86359e-36  -4.77328e-35  -3.40517e-34  -1.01097e-33  -1.358e-33  -1.35075e-33  -7.78319e-34  -2.93239e-34  -7.37834e-35  -9.97376e-36  5.99815e-37  7.40407e-37  2.01433e-37  2.6692e-38  5.28603e-40  -3.55504e-41  1.55494e-40  5.37996e-41  9.27101e-42  1.39129e-42  -7.11731e-43  2.68191e-42  -3.98869e-41  2.74777e-38  5.68183e-35  3.16062e-33  3.16144e-32  2.61251e-31  1.06958e-30  1.19607e-30  -4.72091e-29  -1.98386e-27  -6.09317e-26  -1.28734e-24  -1.90057e-23  -1.9947e-22  -1.47196e-21  -8.08355e-21  -3.00901e-20  -5.73472e-20  1.37104e-19  1.60447e-18  6.16039e-18  1.18637e-17 
0.0159236 1.94718e-17  1.74257e-17  9.15172e-18  2.35646e-18  2.29372e-19  -3.68273e-20  -1.74961e-20  -3.13395e-21  -2.76834e-22  1.4656e-24  3.52918e-24  4.69455e-25  3.42741e-26  1.56601e-27  6.20114e-29  4.83776e-30  1.0579e-31  4.72077e-32  -1.38459e-32  1.21138e-33  4.21777e-34  -1.10476e-35  -1.25035e-36  3.2725e-36  6.99259e-34  4.60821e-32  3.06601e-30  1.36461e-28  3.56336e-27  6.32265e-26  8.07828e-25  7.51797e-24  5.06481e-23  2.55118e-22  8.78009e-22  1.53174e-21  -3.62271e-21  -3.79806e-20  -1.36035e-19  -2.48162e-19  -2.7019e-19  -2.28911e-19  -1.121e-19  -2.55983e-20  -9.61829e-22  1.0951e-21  3.95146e-22  8.19183e-23  1.18289e-23  1.29575e-24  1.02415e-25  5.82986e-27  2.32859e-28  8.25131e-30  2.86301e-30  -2.9235e-31  -7.55659e-31  -3.04702e-31  2.56692e-32  1.94375e-32  1.3408e-31  7.70398e-30  -4.71799e-29  4.1876e-28  -1.08433e-25  -1.60795e-24  2.45761e-22  1.98805e-20  7.79812e-19  1.91287e-17  3.33293e-16  4.55388e-15  5.41087e-14  4.87458e-13  3.8622e-12  2.60476e-11  1.44301e-10  6.25837e-10  1.893e-09  3.62974e-09  4.08153e-09  3.62965e-09  1.8929e-09  6.25821e-10  1.44338e-10  2.60816e-11  3.87772e-12  4.922e-13  5.5142e-14  4.7261e-15  3.54825e-16  2.13297e-17  9.72426e-19  3.17672e-20  4.04246e-22  -1.19032e-23  -2.51328e-25  1.95977e-27  -5.93615e-29  1.04706e-29  -4.28775e-30  -7.05974e-31  -1.12533e-32  -2.88398e-35  -3.97076e-37  6.71176e-38  -1.1597e-38  2.2714e-39  1.07538e-38  4.37177e-38  1.10474e-37  6.11212e-38  -1.08594e-36  -6.86316e-36  -2.18837e-35  -4.38695e-35  -6.9856e-35  -1.93352e-34  -7.39563e-34  -1.86972e-33  -2.50087e-33  -2.34852e-33  -1.34844e-33  -5.11985e-34  -1.30137e-34  -1.74364e-35  1.32635e-36  1.51662e-36  4.74861e-37  9.07522e-38  1.22085e-38  1.99225e-39  5.44485e-40  1.23287e-40  2.25059e-42  3.42175e-41  -2.1924e-41  -1.70758e-40  -1.14446e-39  4.19743e-37  4.39991e-34  1.20657e-33  -1.38629e-32  5.01766e-32  -3.07388e-31  -1.36491e-29  2.28445e-28  8.60561e-27  -3.70285e-26  -2.90206e-24  -5.02081e-23  -5.40281e-22  -4.02943e-21  -2.28682e-20  -9.30934e-20  -2.48984e-19  -1.91619e-19  1.7765e-18  8.56485e-18  1.70138e-17 
0.0191084 2.89666e-17  2.50761e-17  1.34173e-17  3.52708e-18  3.05575e-19  -8.4902e-20  -3.51905e-20  -6.32657e-21  -5.80234e-22  6.25366e-25  7.58249e-24  1.09274e-24  8.69054e-26  4.34532e-27  1.21183e-28  -1.12485e-29  -5.6041e-30  -1.61939e-30  -2.18779e-31  -2.77937e-32  -4.39401e-34  -1.58708e-35  -3.9513e-36  2.05688e-35  3.11639e-33  1.45553e-31  8.72205e-30  3.65216e-28  8.76812e-27  1.42868e-25  1.69268e-24  1.48065e-23  9.50994e-23  4.62248e-22  1.55934e-21  2.79834e-21  -5.02817e-21  -5.68988e-20  -1.99201e-19  -3.57173e-19  -4.02056e-19  -3.27653e-19  -1.62637e-19  -3.73229e-20  -5.18807e-22  2.17701e-21  7.56858e-22  1.57937e-22  2.33066e-23  2.62922e-24  2.17587e-25  1.31593e-26  5.81511e-28  2.35959e-29  -1.02593e-32  -3.65416e-30  -4.34731e-31  6.8053e-31  3.64881e-31  1.16973e-31  2.32002e-30  -1.51186e-29  -8.42103e-29  5.57813e-27  -5.31611e-25  -1.08664e-23  7.75337e-23  1.7038e-20  7.74576e-19  1.98852e-17  3.53703e-16  4.93243e-15  6.07036e-14  5.61989e-13  4.62973e-12  3.22433e-11  1.80599e-10  7.74276e-10  2.29127e-09  4.29892e-09  5.16312e-09  4.2988e-09  2.29114e-09  7.7426e-10  1.80662e-10  3.23007e-11  4.65667e-12  5.70512e-13  6.26519e-14  5.27833e-15  4.01943e-16  2.57011e-17  1.37571e-18  5.93283e-20  7.69635e-22  -5.52695e-23  -1.47507e-24  1.35765e-26  -1.34496e-28  -2.2546e-29  -2.88126e-30  -1.40692e-30  -5.42616e-32  -3.80774e-34  -1.29182e-35  2.18546e-35  -5.16823e-36  4.44011e-38  1.32547e-37  1.48093e-37  4.51542e-37  7.78312e-37  -6.15438e-37  -1.00045e-35  -3.43648e-35  -6.78326e-35  -1.05751e-34  -2.90631e-34  -1.09114e-33  -2.70456e-33  -3.75437e-33  -3.4317e-33  -2.01492e-33  -7.96226e-34  -2.16204e-34  -3.39815e-35  1.87895e-37  2.14635e-36  8.45869e-37  2.12205e-37  4.24693e-38  8.35729e-39  1.67231e-39  2.79521e-40  -1.56243e-41  4.89178e-41  4.57569e-41  -7.278e-40  -7.3636e-39  -3.45084e-37  -4.0375e-34  -2.77741e-32  -2.18731e-31  -1.61099e-30  -8.13038e-30  -8.58605e-29  1.11688e-27  4.0442e-26  1.03816e-25  -5.37338e-24  -1.02218e-22  -1.07679e-21  -7.75606e-21  -4.25193e-20  -1.68678e-19  -4.46691e-19  -3.93291e-19  2.56446e-18  1.24124e-17  2.43542e-17 
0.0222931 4.18501e-17  3.51035e-17  1.91691e-17  5.32964e-18  5.26478e-19  -1.21379e-19  -5.51925e-20  -1.04336e-20  -9.99913e-22  3.38996e-24  1.51449e-23  2.32097e-24  1.99244e-25  1.08196e-26  2.65788e-28  -1.95937e-29  -4.88306e-30  -2.10884e-30  -2.19271e-31  -6.63701e-32  -7.44528e-33  -4.05973e-35  -1.39177e-35  8.81228e-35  9.11183e-33  4.80882e-31  2.62501e-29  9.27073e-28  1.96497e-26  2.90911e-25  3.18004e-24  2.59558e-23  1.56998e-22  7.19392e-22  2.27446e-21  3.55224e-21  -9.76605e-21  -8.68813e-20  -2.84726e-19  -4.97976e-19  -5.74972e-19  -4.53765e-19  -2.30032e-19  -5.59537e-20  -1.47225e-21  3.2556e-21  1.19289e-21  2.59273e-22  3.99631e-23  4.70621e-24  4.10946e-25  2.65584e-26  1.27159e-27  3.76602e-29  -1.15439e-29  -6.40294e-31  3.80383e-30  2.65025e-30  2.9445e-31  1.31801e-32  1.15752e-30  -6.22091e-29  5.33513e-28  -5.41775e-27  -1.8586e-24  -3.97473e-23  -7.75677e-22  -7.01899e-21  3.56384e-19  1.45372e-17  2.99544e-16  4.53306e-15  6.03e-14  5.88843e-13  5.15909e-12  3.7341e-11  2.1016e-10  8.81922e-10  2.53036e-09  4.64529e-09  5.84865e-09  4.64508e-09  2.53011e-09  8.81855e-10  2.10228e-10  3.74187e-11  5.19868e-12  6.02164e-13  6.35433e-14  5.14732e-15  3.91866e-16  2.66534e-17  1.7533e-18  1.12053e-19  3.66574e-21  -4.43712e-23  -4.88822e-24  -7.74137e-28  5.99014e-28  -1.25211e-28  -7.1024e-30  -2.39414e-30  -2.00089e-31  -1.50137e-33  -1.40425e-35  -4.71479e-34  2.74829e-34  -4.41366e-36  -3.17769e-35  1.59176e-35  -3.77624e-36  2.99989e-36  5.96307e-37  -1.22845e-35  -4.44991e-35  -7.92892e-35  -1.02052e-34  -3.09933e-34  -1.33302e-33  -3.41279e-33  -4.96043e-33  -4.51733e-33  -2.74065e-33  -1.13771e-33  -3.32385e-34  -6.06257e-35  -3.18364e-36  2.5554e-36  1.31758e-36  3.99214e-37  9.20049e-38  1.88297e-38  3.45041e-39  5.36364e-40  9.03467e-40  -1.56171e-39  -1.47296e-40  8.3395e-40  -1.73611e-38  -1.07091e-35  -7.50043e-33  -6.63505e-32  -2.1881e-31  -2.13872e-30  -1.1586e-29  1.02273e-29  6.75222e-27  1.13391e-25  2.75667e-25  -1.06983e-23  -1.92511e-22  -1.91715e-21  -1.31507e-20  -6.84599e-20  -2.58048e-19  -6.40389e-19  -4.1277e-19  4.11161e-18  1.79416e-17  3.42133e-17 
0.0254778 5.85717e-17  4.80933e-17  2.65851e-17  7.87577e-18  9.1984e-19  -1.49252e-19  -8.02069e-20  -1.60913e-20  -1.6132e-21  1.28725e-23  2.92209e-23  4.74635e-24  4.39782e-25  2.64261e-26  1.03295e-27  7.47512e-29  2.32411e-29  7.37423e-30  1.21631e-30  1.40704e-31  -9.21809e-33  -1.3069e-34  -4.11159e-35  3.2865e-34  2.60008e-32  1.49892e-30  7.53783e-29  2.31478e-27  4.33028e-26  5.78155e-25  5.78574e-24  4.37393e-23  2.47214e-22  1.05646e-21  3.06979e-21  3.72558e-21  -1.85862e-20  -1.3006e-19  -3.95703e-19  -6.78527e-19  -7.93903e-19  -6.14252e-19  -3.16213e-19  -8.26835e-20  -4.06124e-21  4.41317e-21  1.75531e-21  4.0065e-22  6.4896e-23  8.01539e-24  7.40932e-25  5.11687e-26  2.59032e-27  7.5972e-29  3.07156e-30  1.51134e-29  3.62466e-30  -1.98188e-30  -2.08007e-30  -9.78224e-31  -1.19701e-29  6.54831e-29  4.2919e-28  -8.66529e-26  -4.0809e-24  -1.12195e-22  -3.7903e-21  -9.11455e-20  -1.1034e-18  -4.8037e-18  8.8438e-17  2.60898e-15  4.77432e-14  5.47684e-13  5.44165e-12  4.16598e-11  2.34946e-10  9.58155e-10  2.6474e-09  4.82457e-09  6.22136e-09  4.82421e-09  2.64697e-09  9.57976e-10  2.34993e-10  4.17535e-11  5.4954e-12  5.67145e-13  5.28401e-14  3.64764e-15  2.58753e-16  2.00542e-17  2.21893e-18  2.56007e-19  1.57889e-20  3.06302e-22  -9.62558e-24  -1.71204e-25  1.15403e-27  -2.84246e-29  -7.24856e-29  -5.12547e-30  -5.95429e-31  -7.42978e-33  -3.11679e-36  -2.35803e-33  1.4949e-33  -1.35922e-34  -1.38163e-34  1.02301e-34  -4.64403e-37  8.08495e-35  9.52706e-35  1.91319e-34  1.61027e-34  -3.40657e-34  -1.0411e-34  -1.6349e-34  -1.4771e-33  -4.00261e-33  -6.10587e-33  -5.64419e-33  -3.54784e-33  -1.55221e-33  -4.87487e-34  -1.00882e-34  -9.57461e-36  2.83872e-36  2.09909e-36  7.62001e-37  1.92525e-37  4.02482e-38  7.18684e-39  1.03087e-39  5.31492e-39  -8.58461e-39  -1.3498e-39  1.28274e-38  7.83661e-38  -3.04733e-35  -9.17098e-33  1.40689e-31  1.21712e-30  7.08926e-30  1.60982e-29  9.99748e-28  3.01352e-26  3.53352e-25  1.06651e-24  -1.83298e-23  -3.34894e-22  -3.20399e-21  -2.10541e-20  -1.03934e-19  -3.69687e-19  -8.39556e-19  -2.20201e-19  6.5456e-18  2.53573e-17  4.72041e-17 
0.0286626 8.10371e-17  6.59451e-17  3.66165e-17  1.1642e-17  1.63663e-18  -1.50762e-19  -1.13467e-19  -2.47496e-20  -2.65587e-21  2.13909e-23  5.45147e-23  9.52909e-24  9.56824e-25  6.31506e-26  2.90187e-27  1.28338e-28  6.3371e-30  6.14188e-30  9.39563e-31  4.4036e-31  5.80983e-32  -2.57813e-34  -9.69753e-35  1.0214e-33  7.52284e-32  4.98626e-30  2.23314e-28  5.82475e-27  9.50043e-26  1.13736e-24  1.04046e-23  7.27513e-23  3.82501e-22  1.50494e-21  3.88274e-21  2.47494e-21  -3.51486e-20  -1.95527e-19  -5.47533e-19  -9.24107e-19  -1.08026e-18  -8.31128e-19  -4.32132e-19  -1.23103e-19  -1.00173e-20  5.48972e-21  2.51155e-21  6.11561e-22  1.0495e-22  1.36699e-23  1.34231e-24  9.89985e-26  5.39722e-27  2.46779e-28  5.09871e-29  -8.79351e-30  -1.88256e-29  -1.19819e-29  -9.64067e-31  4.83548e-32  -3.2595e-30  2.17531e-28  -5.34903e-27  -2.26308e-25  -8.57915e-24  -3.64462e-22  -1.38406e-20  -3.37071e-19  -5.193e-18  -5.77499e-17  -4.77321e-16  -2.41892e-15  1.48372e-14  4.2413e-13  5.59811e-12  4.61446e-11  2.58289e-10  1.01075e-09  2.65911e-09  4.89288e-09  6.27328e-09  4.89224e-09  2.65833e-09  1.01035e-09  2.5826e-10  4.62394e-11  5.66551e-12  4.51135e-13  2.24541e-14  -8.18174e-16  -2.19811e-16  -2.15279e-17  1.9253e-19  4.13132e-19  5.10949e-20  2.26944e-21  1.08149e-23  -6.94273e-25  -5.65109e-27  6.07935e-29  -5.13567e-29  -1.32331e-29  -1.48992e-30  -3.16748e-32  1.90836e-33  -6.29707e-33  1.28896e-33  1.8009e-33  -1.51104e-33  -1.0733e-32  1.04759e-31  5.18868e-31  7.30664e-31  7.82233e-31  -6.44902e-31  1.32207e-31  8.40302e-31  -3.85341e-31  2.46528e-32  2.6736e-32  -1.53853e-32  -1.46759e-32  -5.44692e-34  -2.39466e-34  -6.78293e-34  -1.63994e-34  -2.49611e-35  1.51223e-36  3.2947e-36  1.2772e-36  2.69856e-37  2.73828e-38  1.39884e-39  7.79442e-39  2.9657e-39  -2.15187e-38  1.21584e-38  1.12025e-38  4.4853e-37  7.10654e-35  5.87111e-32  4.40466e-31  9.334e-31  5.2485e-30  7.30354e-29  5.10164e-27  9.07099e-26  5.92854e-25  -8.12359e-25  -5.28117e-23  -6.56626e-22  -5.48266e-21  -3.3397e-20  -1.54344e-19  -5.09796e-19  -1.00705e-18  4.25053e-19  1.05424e-17  3.58998e-17  6.54586e-17 
0.0318473 1.09232e-16  8.85613e-17  4.92759e-17  1.67712e-17  2.76126e-18  -1.07503e-19  -1.55318e-19  -3.72993e-20  -4.32658e-21  2.20398e-23  9.73959e-23  1.84128e-23  1.99781e-24  1.42791e-25  6.3305e-27  9.56316e-30  -7.9425e-29  -3.2748e-29  -5.81047e-30  -7.15066e-31  9.02326e-32  1.86139e-35  -2.13877e-34  2.69032e-33  2.61442e-31  1.72739e-29  6.36298e-28  1.39669e-26  2.00185e-25  2.16422e-24  1.81932e-23  1.17887e-22  5.75745e-22  2.06911e-21  4.57656e-21  -9.69237e-22  -6.16477e-20  -2.86571e-19  -7.41576e-19  -1.23337e-18  -1.43152e-18  -1.10283e-18  -5.78399e-19  -1.79471e-19  -2.06031e-20  6.19867e-21  3.46063e-21  9.07386e-22  1.65498e-22  2.27692e-23  2.37154e-24  1.86644e-25  1.10821e-26  5.21806e-28  -1.1828e-29  -4.85555e-29  -5.93502e-30  1.30633e-29  1.02951e-29  5.62556e-30  4.05842e-29  -1.86613e-28  -1.42522e-26  -2.99416e-25  -2.6483e-23  -1.1921e-21  -4.0613e-20  -9.13444e-19  -1.41843e-17  -1.6867e-16  -1.61497e-15  -1.20692e-14  -4.43648e-14  2.27001e-13  5.87275e-12  5.21568e-11  2.85426e-10  1.05935e-09  2.63075e-09  4.89168e-09  6.06903e-09  4.89061e-09  2.62942e-09  1.05857e-09  2.8524e-10  5.22259e-11  5.94956e-12  2.62294e-13  -3.35508e-14  -9.76146e-15  -1.27064e-15  -1.29605e-16  -8.57946e-18  2.46799e-19  1.22082e-19  8.89838e-21  1.93168e-22  -5.62225e-25  -3.04372e-26  -7.09138e-28  1.38097e-28  -2.98029e-29  -3.31356e-30  -1.13186e-31  5.5983e-33  -1.29206e-32  4.61731e-34  2.21175e-32  -2.0257e-32  -4.18499e-30  -1.04478e-29  6.56688e-30  -2.80804e-29  -8.88732e-29  -1.24667e-28  2.0255e-29  6.25781e-29  -4.66381e-29  1.3895e-29  4.86048e-30  -2.50171e-30  6.77727e-30  1.14237e-29  3.17286e-30  -1.28357e-30  -5.44433e-31  1.13464e-32  1.02505e-32  -4.32232e-34  2.67246e-35  -1.11457e-36  -9.9087e-37  -3.68862e-38  2.28426e-38  -8.67497e-39  -4.9287e-38  6.58571e-38  7.40899e-39  1.69126e-36  5.90145e-34  9.06734e-32  -7.1484e-31  -5.85207e-30  -3.13104e-29  4.26301e-28  1.66341e-26  1.86827e-25  1.40995e-25  -1.10303e-23  -1.40086e-22  -1.25734e-21  -9.12129e-21  -5.12839e-20  -2.21381e-19  -6.72286e-19  -1.08679e-18  1.715e-18  1.64448e-17  4.98442e-17  8.90958e-17 
